ticker,bucket,target_dte,width_frac,gap_pct,entry_date,exit_date,exit_reason,expiration,actual_dte,long_strike,short_strike,width_dollars,entry_cost,exit_value,pnl,roc_pct,pnl_pct_of_notional,max_value_reached,bs_fallback_any,itm_short_any,expiry_forced_exit,oi_known_both_legs,zero_volume_either_leg,width_floored,long_volume,short_volume,long_oi,short_oi,long_spread_pct,short_spread_pct
ABNB,2-3%,7,0.75,-2.823,2026-08-12,2026-08-13,tp_gap_filled,2026-08-21,9.0,180.0,185.0,5.0,2.5500000000000003,3.43,0.8799999999999999,34.50980392156862,0.48980182506839126,3.43,False,True,False,False,False,False,57.0,114.0,,,14.96598639455783,22.784810126582283
ABNB,2-3%,7,1.0,-2.823,2026-08-12,2026-08-13,tp_gap_filled,2026-08-21,9.0,180.0,185.0,5.0,2.5500000000000003,3.43,0.8799999999999999,34.50980392156862,0.48980182506839126,3.43,False,True,False,False,False,False,57.0,114.0,,,14.96598639455783,22.784810126582283
ABNB,2-3%,7,1.25,-2.823,2026-08-12,2026-08-13,tp_gap_filled,2026-08-21,9.0,180.0,187.5,7.5,3.1,4.285,1.185,38.225806451612904,0.6595626848932316,4.285,False,False,False,False,False,False,57.0,29.0,,,14.96598639455783,29.999999999999993
ABNB,2-3%,14,0.5,-2.823,2026-08-12,2026-08-13,tp_gap_filled,2026-08-28,16.0,180.0,182.5,2.5,2.05,1.9500000000000002,-0.09999999999999964,-4.878048780487788,-0.05565929830322609,1.9500000000000002,False,True,False,False,False,False,39.0,223.0,,,20.833333333333336,18.18181818181818
ABNB,2-3%,14,0.75,-2.823,2026-08-12,2026-08-13,tp_gap_filled,2026-08-28,16.0,180.0,185.0,5.0,2.94,3.7,0.7600000000000002,25.85034013605443,0.42301066710451996,3.7,False,True,False,False,False,False,39.0,89.0,,,20.833333333333336,16.699029126213595
ABNB,2-3%,14,1.0,-2.823,2026-08-12,2026-08-13,tp_gap_filled,2026-08-28,16.0,180.0,185.0,5.0,2.94,3.7,0.7600000000000002,25.85034013605443,0.42301066710451996,3.7,False,True,False,False,False,False,39.0,89.0,,,20.833333333333336,16.699029126213595
ABNB,2-3%,14,1.25,-2.823,2026-08-12,2026-08-13,tp_gap_filled,2026-08-28,16.0,180.0,187.5,7.5,3.6399999999999997,4.455,0.8150000000000004,22.390109890109905,0.45362328117129447,4.455,False,False,False,False,False,False,39.0,226.0,,,20.833333333333336,30.61224489795918
ABNB,2-3%,30,0.5,-2.823,2026-08-12,2026-08-13,tp_gap_filled,2026-09-11,30.0,180.0,185.0,5.0,3.6500000000000004,2.9750000000000005,-0.6749999999999998,-18.4931506849315,-0.3757002635467774,2.9750000000000005,False,True,False,False,False,False,12.0,7.0,,,21.561338289962826,21.1764705882353
ABNB,2-3%,30,0.75,-2.823,2026-08-12,2026-08-13,tp_gap_filled,2026-09-11,30.0,180.0,185.0,5.0,3.6500000000000004,2.9750000000000005,-0.6749999999999998,-18.4931506849315,-0.3757002635467774,2.9750000000000005,False,True,False,False,False,False,12.0,7.0,,,21.561338289962826,21.1764705882353
ABNB,2-3%,30,1.0,-2.823,2026-08-12,2026-08-13,tp_gap_filled,2026-09-11,30.0,180.0,185.0,5.0,3.6500000000000004,2.9750000000000005,-0.6749999999999998,-18.4931506849315,-0.3757002635467774,2.9750000000000005,False,True,False,False,False,False,12.0,7.0,,,21.561338289962826,21.1764705882353
ABNB,2-3%,30,1.25,-2.823,2026-08-12,2026-08-13,tp_gap_filled,2026-09-11,30.0,180.0,185.0,5.0,3.6500000000000004,2.9750000000000005,-0.6749999999999998,-18.4931506849315,-0.3757002635467774,2.9750000000000005,False,True,False,False,False,False,12.0,7.0,,,21.561338289962826,21.1764705882353
ABNB,2-3%,45,0.5,-2.823,2026-08-12,2026-08-13,tp_gap_filled,2026-09-25,44.0,180.0,185.0,5.0,5.25,3.0,-2.25,-42.857142857142854,-1.2523342118225915,3.0,False,True,False,False,False,False,13.0,11.0,,,28.739002932551323,53.06122448979592
ABNB,2-3%,45,0.75,-2.823,2026-08-12,2026-08-13,tp_gap_filled,2026-09-25,44.0,180.0,185.0,5.0,5.25,3.0,-2.25,-42.857142857142854,-1.2523342118225915,3.0,False,True,False,False,False,False,13.0,11.0,,,28.739002932551323,53.06122448979592
ABNB,2-3%,45,1.0,-2.823,2026-08-12,2026-08-13,tp_gap_filled,2026-09-25,44.0,180.0,185.0,5.0,5.25,3.0,-2.25,-42.857142857142854,-1.2523342118225915,3.0,False,True,False,False,False,False,13.0,11.0,,,28.739002932551323,53.06122448979592
ABNB,2-3%,45,1.25,-2.823,2026-08-12,2026-08-13,tp_gap_filled,2026-09-25,44.0,180.0,185.0,5.0,5.25,3.0,-2.25,-42.857142857142854,-1.2523342118225915,3.0,False,True,False,False,False,False,13.0,11.0,,,28.739002932551323,53.06122448979592
ABT,3-5%,7,0.5,-3.947,2025-10-16,2026-01-16,time_exit,2025-10-24,8.0,128.0,130.0,2.0,0.99,0.0,-0.99,-100.0,-0.7726045357349107,1.2449999999999999,False,False,True,True,False,False,29.0,136.0,97.0,100.0,14.067278287461773,19.04761904761905
ABT,3-5%,7,0.75,-3.947,2025-10-16,2026-01-16,time_exit,2025-10-24,8.0,128.0,132.0,4.0,1.6,0.0,-1.6,-100.0,-1.2486537951271286,1.88,False,False,True,True,False,False,29.0,35.0,97.0,178.0,14.067278287461773,104.76190476190474
ABT,3-5%,7,1.0,-3.947,2025-10-16,2026-01-16,time_exit,2025-10-24,8.0,128.0,133.0,5.0,1.71,0.0,-1.71,-100.0,-1.3344987435421185,2.0949999999999998,False,False,True,True,False,False,29.0,62.0,97.0,152.0,14.067278287461773,162.79069767441862
ABT,3-5%,7,1.25,-3.947,2025-10-16,2026-01-16,time_exit,2025-10-24,8.0,128.0,134.0,6.0,1.75,0.0,-1.75,-100.0,-1.3657150884202967,2.08,False,False,True,True,False,False,29.0,18.0,97.0,52.0,14.067278287461773,200.0
ABT,3-5%,30,0.5,-3.947,2025-10-16,2026-01-16,time_exit,2025-11-14,29.0,128.0,130.0,2.0,1.21,2.0,0.79,65.2892561983471,0.6165228113440198,2.25,False,True,True,True,False,False,5.0,43.0,27.0,33.0,12.218649517684884,11.286681715575622
ABT,3-5%,30,0.75,-3.947,2025-10-16,2026-01-16,time_exit,2025-11-14,29.0,128.0,132.0,4.0,1.9299999999999997,2.5900000000000034,0.6600000000000037,34.196891191710044,0.5150696904899433,2.99,False,False,True,True,False,False,5.0,64.0,27.0,1270.0,12.218649517684884,17.94019933554816
ABT,3-5%,30,1.0,-3.947,2025-10-16,2026-01-16,time_exit,2025-11-14,29.0,128.0,133.0,5.0,2.2699999999999996,2.5900000000000034,0.32000000000000384,14.096916299559643,0.2497307590254287,2.98,False,False,True,True,False,False,5.0,21.0,27.0,25.0,12.218649517684884,28.33333333333334
ABT,3-5%,30,1.25,-3.947,2025-10-16,2026-01-16,time_exit,2025-11-14,29.0,128.0,134.0,6.0,2.5,2.5900000000000034,0.09000000000000341,3.6000000000001364,0.07023677597590364,2.985,False,False,True,True,False,False,5.0,23.0,27.0,63.0,12.218649517684884,27.956989247311824
ABT,3-5%,7,0.5,-4.362,2026-04-17,2026-07-16,tp_gap_filled,2026-04-24,7.0,97.0,99.0,2.0,0.9,0.0,-0.9,-100.0,-0.9256678436361879,0.75,False,False,True,True,False,False,316.0,83.0,227.0,403.0,12.244897959183684,31.578947368421055
ABT,3-5%,7,0.75,-4.362,2026-04-17,2026-07-16,tp_gap_filled,2026-04-24,7.0,97.0,100.0,3.0,1.05,0.0,-1.05,-100.0,-1.0799458175755525,0.925,False,False,True,True,False,False,316.0,366.0,227.0,313.0,12.244897959183684,33.33333333333333
ABT,3-5%,7,1.0,-4.362,2026-04-17,2026-07-16,tp_gap_filled,2026-04-24,7.0,97.0,101.0,4.0,1.2,0.0,-1.2,-100.0,-1.2342237915149172,1.0,False,False,True,True,False,False,316.0,14.0,227.0,217.0,12.244897959183684,111.11111111111111
ABT,3-5%,7,1.25,-4.362,2026-04-17,2026-07-16,tp_gap_filled,2026-04-24,7.0,97.0,102.0,5.0,1.25,0.0,-1.25,-100.0,-1.2856497828280389,1.125,False,False,True,True,False,False,316.0,72.0,227.0,193.0,12.244897959183684,99.99999999999999
ABT,3-5%,14,0.5,-4.362,2026-04-17,2026-07-16,tp_gap_filled,2026-05-01,14.0,97.0,99.0,2.0,1.0499999999999998,0.0,-1.0499999999999998,-100.0,-1.0799458175755525,0.8749999999999998,False,False,True,True,False,False,114.0,7.0,37.0,34.0,11.111111111111109,16.216216216216218
